Memory Name,Memory Speed,Memory Modules,Memory Price/GB,Memory First Word Latency,Memory CAS Latency,Memory Rating,Memory Rating Count,Memory Price
 Mushkin Proline 8 GB  ,DDR3-1866,2 x 4GB,,13.934 ns,13,0, 0,
 Mushkin Proline 8 GB  ,DDR3-1866,2 x 4GB,,13.934 ns,13,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Stealth 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,5, 3,
 Mushkin Blackline 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Redline 8 GB  ,DDR3-1866,2 x 4GB,,8.574 ns,8,0, 0,
 Mushkin Redline 8 GB  ,DDR3-2133,2 x 4GB,,8.439 ns,9,0, 0,
 Mushkin Redline 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Patriot Signature 2 GB  ,DDR3-1333,1 x 2GB,,13.503 ns,9,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,5, 1,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 TEAMGROUP Vulcan 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 TEAMGROUP Elite Plus 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,5, 1,
 TEAMGROUP Elite 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 TEAMGROUP Xtreem 8 GB  ,DDR3-2400,2 x 4GB,,8.333 ns,10,0, 0,
 TEAMGROUP Xtreem 8 GB  ,DDR3-2666,2 x 4GB,,8.252 ns,11,0, 0,
 TEAMGROUP Xtreem 8 GB  ,DDR3-2800,2 x 4GB,,8.571 ns,12,0, 0,
 TEAMGROUP Zeus Red 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,4, 4,
 TEAMGROUP Zeus Red 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 TEAMGROUP Zeus Yellow 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 5,
 TEAMGROUP Zeus Yellow 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 ADATA XPG V1.0 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,5, 5,
 Crucial CT4G4RFS8213 4 GB  ,DDR4-2133,1 x 4GB,,14.065 ns,15,0, 0,
 GeIL GPR416GB2133C15QC 16 GB  ,DDR4-2133,4 x 4GB,,14.065 ns,15,0, 0,
 GeIL GPR416GB2400C15QC 16 GB  ,DDR4-2400,4 x 4GB,,12.5 ns,15,0, 0,
 G.Skill Ripjaws 4 16 GB  ,DDR4-3200,4 x 4GB,,10 ns,16,5, 1,
 G.Skill Ripjaws 4 16 GB  ,DDR4-3300,4 x 4GB,,9.697 ns,16,0, 0,
 G.Skill Ripjaws 4 16 GB  ,DDR4-3333,4 x 4GB,,9.601 ns,16,0, 0,
 Kingston HX421C13PBK4/16 16 GB  ,DDR4-2133,4 x 4GB,,12.189 ns,13,0, 0,
 Kingston HX428C14PB2K4/16 16 GB  ,DDR4-2800,4 x 4GB,,10 ns,14,0, 0,
 Kingston HX430C15PB2K4/16 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,5, 1,
 Mushkin Proline 32 GB  ,DDR3-1866,4 x 8GB,,13.934 ns,13,0, 0,
 Mushkin Proline 16 GB  ,DDR3-1866,2 x 8GB,,13.934 ns,13,0, 0,
 Samsung M393B1G70QH0-CMA08 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Wintec HMT31GR7CFR4C-PBD8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Wintec HMT31GR7EFR4C-RDT8 8 GB  ,DDR3-1866,1 x 8GB,,13.934 ns,13,0, 0,
 Wintec HMT325U7EFR8A-PB 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 Wintec HMT351R7CFR8A-H9T3 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Wintec HMT351R7CFR8A-H9T8 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Wintec HMT351R7EFR8A-PBT8 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Wintec HMT41GR7MFR8C-PBT8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Wintec HMT41GV7AFR8C-RDT8 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Wintec HMT42GR7MFR4C-H9T3 16 GB  ,DDR3-1333,1 x 16GB,,13.503 ns,9,0, 0,
 Apotop U3A8Gx2-16CACB 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,0, 0,
 TEAMGROUP Elite 4 GB  ,DDR3-1333,2 x 2GB,,13.503 ns,9,0, 0,
 TEAMGROUP Vulcan Gold 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 Apotop L3A4Gx1-16CBDA 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Apotop L3A4Gx2-16CBDA 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Apotop U3A4Gx2-16C9BB 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,5, 1,
 Apotop U3A4Gx2-16CACB 8 GB  ,DDR3-1600,2 x 4GB,,12.5 ns,10,0, 0,
 Apotop U3A8Gx2-16C9AB 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx2-16C9BB 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx2-18C9AB 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Apotop U3A8Gx4-16C9AB 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx4-16C9BB 32 GB  ,DDR3-1600,4 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx4-18C9AB 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Apotop U3A8Gx4-21C9AC 32 GB  ,DDR3-2133,4 x 8GB,,8.439 ns,9,0, 0,
 Apotop U3A2Gx2-16C9BB 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,0, 0,
 G.Skill Ripjaws 4 16 GB  ,DDR4-2133,4 x 4GB,,14.065 ns,15,0, 0,
 Patriot Extreme Performance 16 GB  ,DDR4-2133,4 x 4GB,,14.065 ns,15,0, 0,
 Crucial Ballistix Sport 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,5, 1,
 Crucial BLT2KIT4G3D1608DT1TX 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical Tracer 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical Tracer 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical Tracer 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Crucial Ballistix 16 GB  ,DDR3-1600,2 x 8GB,,10 ns,8,5, 1,
 Crucial Ballistix Tactical 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,5, 1,
 Crucial Ballistix 12 GB  ,DDR3-1600,3 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical Tracer 12 GB  ,DDR3-1600,3 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical Tracer 12 GB  ,DDR3-1600,3 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Tactical 32 GB  ,DDR3-1600,4 x 8GB,,10 ns,8,0, 0,
 G.Skill Ripjaws Z 32 GB  ,DDR3-2133,8 x 4GB,,10.314 ns,11,0, 0,
 G.Skill Ripjaws Z 64 GB  ,DDR3-2133,8 x 8GB,,10.314 ns,11,0, 0,
 G.Skill Ripjaws Z 32 GB  ,DDR3-2133,4 x 8GB,,10.314 ns,11,0, 0,
 G.Skill Ripjaws Z 64 GB  ,DDR3-2400,8 x 8GB,,8.333 ns,10,0, 0,
 Mushkin 974136A 32 GB  ,DDR3-1866,4 x 8GB,,13.934 ns,13,0, 0,
 Mushkin 974146A 64 GB  ,DDR3-1866,4 x 16GB,,13.934 ns,13,0, 0,
 TEAMGROUP Xtreem 16 GB  ,DDR3-2666,2 x 8GB,,8.252 ns,11,0, 0,
 Patriot Extreme Performance 8 GB  ,DDR4-2400,2 x 4GB,,12.5 ns,15,4, 3,
 Crucial Ballistix Tactical Tracer 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,5, 1,
 Crucial Ballistix 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,4, 3,
 Mushkin Proline 16 GB  ,DDR3-1333,1 x 16GB,,10.503 ns,7,0, 0,
 Mushkin Proline 32 GB  ,DDR3-1333,1 x 32GB,,10.503 ns,7,0, 0,
 Mushkin Proline 64 GB  ,DDR3-1866,4 x 16GB,,13.934 ns,13,0, 0,
 Mushkin Proline 16 GB  ,DDR3-1333,2 x 8GB,,13.503 ns,9,0, 0,
 TEAMGROUP Elite Plus 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,5, 2,
 Wintec 3RSH186613R4H-16GK 16 GB  ,DDR3-1866,2 x 8GB,,13.934 ns,13,0, 0,
 Wintec 3RSH186613R4H-32GQ 32 GB  ,DDR3-1866,4 x 8GB,,13.934 ns,13,0, 0,
 Wintec 3RSH186613R5H-32GK 32 GB  ,DDR3-1866,1 x 32GB,,13.934 ns,13,0, 0,
 Wintec 3RSL160011R9H-16GK 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 Wintec 3RSL160011R9H-32GQ 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 TEAMGROUP Vulcan Orange 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,5, 3,
 GeIL GPR416GB2666C15QC 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,0, 0,
 GeIL GPR432GB2400C15QC 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,0, 0,
 Kingston KVR16LE11K4/32I 32 GB  ,DDR3-1600,4 x 8GB,,13.75 ns,11,0, 0,
 G.Skill Ripjaws 4 64 GB  ,DDR4-2800,8 x 8GB,,10.714 ns,15,0, 0,
 GeIL GPR432GB3000C15QC 32 GB  ,DDR4-3000,4 x 8GB,,10 ns,15,0, 0,
 GeIL GPR416GB3200C16QC 16 GB  ,DDR4-3200,4 x 4GB,,10 ns,16,0, 0,
 GeIL GPR416GB3000C15QC 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,0, 0,
 G.Skill Ripjaws 4 GB  ,DDR3-1600,2 x 2GB,,8.75 ns,7,4, 1,
 AMD ASH1333U/8GB 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Apotop U3A4Gx2-16CBWB 8 GB  ,DDR3-1600,2 x 4GB,,13.75 ns,11,0, 0,
 Apotop U3A8Gx1-16CBWB 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Kingston KHX12800D3K2/4G 4 GB  ,DDR3-1600,2 x 2GB,,11.25 ns,9,0, 0,
 Mushkin Blackline 16 GB  ,DDR4-2133,4 x 4GB,,11.252 ns,12,0, 0,
 Mushkin Blackline 16 GB  ,DDR4-2400,4 x 4GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-2133,4 x 4GB,,14.065 ns,15,0, 0,
 TEAMGROUP Elite Plus 8 GB  ,DDR4-2133,2 x 4GB,,14.065 ns,15,0, 0,
 Apotop U3A4Gx1-16CBWB 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Apotop U3A8Gx2-16CBWB 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 G.Skill Ripjaws 4 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,4, 1,
 TEAMGROUP Elite 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite 16 GB  ,DDR4-2400,4 x 4GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite 8 GB  ,DDR4-2400,1 x 8GB,,12.5 ns,15,5, 1,
 TEAMGROUP Elite 8 GB  ,DDR4-2400,2 x 4GB,,12.5 ns,15,0, 0,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-2400,2 x 8GB,,13.333 ns,16,5, 5,
 TEAMGROUP Elite Plus 16 GB  ,DDR4-2400,4 x 4GB,,13.333 ns,16,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR4-2400,4 x 8GB,,13.333 ns,16,0, 0,
 TEAMGROUP Elite Plus 4 GB  ,DDR4-2400,1 x 4GB,,13.333 ns,16,5, 1,
 TEAMGROUP Elite Plus 8 GB  ,DDR4-2400,2 x 4GB,,13.333 ns,16,3, 1,
 Apotop U3A4Gx1-16C9GB 4 GB  ,DDR3-1600,1 x 4GB,,11.25 ns,9,0, 0,
 Apotop U3A4Gx2-18C9GB 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Apotop U3A4Gx2-16C9GB 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,0, 0,
 Apotop U3A4Gx2-18C9PB 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Apotop U3A4Gx2-21C9GC 8 GB  ,DDR3-2133,2 x 4GB,,8.439 ns,9,0, 0,
 Apotop U3A4Gx2-21C9PC 8 GB  ,DDR3-2133,2 x 4GB,,8.439 ns,9,0, 0,
 Apotop U3A8Gx1-16C9GB 8 GB  ,DDR3-1600,1 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx2-18C9GB 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Apotop U3A8Gx2-16C9GB 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Apotop U3A8Gx2-18C9PB 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Apotop U3A8Gx2-21C9GC 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Apotop U3A8Gx2-21C9PC 16 GB  ,DDR3-2133,2 x 8GB,,8.439 ns,9,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,5, 1,
 Corsair Vengeance LPX 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,0, 0,
 Crucial Ballistix Tactical 8 GB  ,DDR3-1600,1 x 8GB,,10 ns,8,0, 0,
 TEAMGROUP Elite Plus 32 GB  ,DDR4-2133,4 x 8GB,,14.065 ns,15,0, 0,
 Wintec Server 64 GB  ,DDR3-1333,4 x 16GB,,13.503 ns,9,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-3200,4 x 4GB,,9.375 ns,15,0, 0,
 Corsair Vengeance LPX 16 GB  ,DDR4-2133,4 x 4GB,,14.065 ns,15,0, 0,
 Mushkin Redline 16 GB  ,DDR4-2400,4 x 4GB,,10.833 ns,13,5, 1,
 Mushkin Blackline 16 GB  ,DDR4-2400,2 x 8GB,,12.5 ns,15,5, 2,
 TEAMGROUP Elite 16 GB  ,DDR4-2133,2 x 8GB,,14.065 ns,15,0, 0,
 TEAMGROUP Elite 32 GB  ,DDR4-2133,4 x 8GB,,14.065 ns,15,0, 0,
 Patriot Viper Xtreme 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Mushkin Redline 16 GB  ,DDR4-2400,2 x 8GB,,10.833 ns,13,0, 0,
 Crucial Ballistix 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Crucial Ballistix Tactical 12 GB  ,DDR3-1600,3 x 4GB,,10 ns,8,0, 0,
 Crucial Ballistix Sport 8 GB  ,DDR3-1333,2 x 4GB,,13.503 ns,9,4, 1,
 Crucial Ballistix Sport 6 GB  ,DDR3-1600,3 x 2GB,,11.25 ns,9,0, 0,
 Crucial Ballistix Sport 12 GB  ,DDR3-1600,3 x 4GB,,11.25 ns,9,0, 0,
 GeIL GPR416GB3000C16QC 16 GB  ,DDR4-3000,4 x 4GB,,10.667 ns,16,0, 0,
 Mushkin Blackline 32 GB  ,DDR4-2133,4 x 8GB,,11.252 ns,12,0, 0,
 Mushkin Blackline 16 GB  ,DDR4-2133,2 x 8GB,,11.252 ns,12,0, 0,
 Patriot PX416G266C5QK 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,0, 0,
 Patriot PX416G280C6QK 16 GB  ,DDR4-2800,4 x 4GB,,10.714 ns,15,0, 0,
 Patriot PX432G280C6QK 32 GB  ,DDR4-2800,4 x 8GB,,10.714 ns,15,0, 0,
 Crucial Ballistix Smart Tracer 16 GB  ,DDR3-1600,2 x 8GB,,10 ns,8,4, 1,
 Mushkin Blackline 32 GB  ,DDR3-2133,4 x 8GB,,10.314 ns,11,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1866,2 x 8GB,,11.79 ns,11,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-3300,4 x 4GB,,9.697 ns,16,0, 0,
 Kingston KVR16E11S8/4HB 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Kingston KVR16LE11/8HB 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,4 x 4GB,,11.25 ns,9,0, 0,
 Mushkin Redline 32 GB  ,DDR3-1866,4 x 8GB,,10.718 ns,10,0, 0,
 Mushkin Blackline 32 GB  ,DDR3-1866,4 x 8GB,,11.79 ns,11,0, 0,
 Mushkin Redline 32 GB  ,DDR3-1866,4 x 8GB,,9.646 ns,9,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-1600,2 x 4GB,,12.5 ns,10,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,0, 0,
 Mushkin Redline 16 GB  ,DDR3-1866,2 x 8GB,,10.718 ns,10,0, 0,
 Mushkin Redline 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 Silicon Power SP004GBLTU133N02 4 GB  ,DDR3-1333,1 x 4GB,,13.503 ns,9,0, 0,
 Silicon Power SP008GBLTU133N02 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 TEAMGROUP R-DIMM 2 GB  ,DDR3-1600,1 x 2GB,,13.75 ns,11,0, 0,
 TEAMGROUP R-DIMM 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 TEAMGROUP R-DIMM 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 TEAMGROUP Elite 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 TEAMGROUP Elite 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Mushkin Redline 16 GB  ,DDR3-1866,4 x 4GB,,9.646 ns,9,0, 0,
 Mushkin Redline 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,5, 1,
 Mushkin Blackline 16 GB  ,DDR3-2133,2 x 8GB,,9.376 ns,10,0, 0,
 Kingston KVR16E11/8HB 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 G.Skill Ripjaws 4 64 GB  ,DDR4-2133,8 x 8GB,,14.065 ns,15,0, 0,
 G.Skill Ripjaws 4 64 GB  ,DDR4-2666,8 x 8GB,,12.003 ns,16,0, 0,
 Mushkin Redline 4 GB  ,DDR4-3200,1 x 4GB,,10 ns,16,0, 0,
 Mushkin Redline 4 GB  ,DDR4-3000,1 x 4GB,,10 ns,15,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-2133,4 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Redline 16 GB  ,DDR4-3200,4 x 4GB,,10 ns,16,0, 0,
 Mushkin Redline 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Mushkin Redline 8 GB  ,DDR4-3200,2 x 4GB,,10 ns,16,0, 0,
 Mushkin Redline 8 GB  ,DDR4-3000,2 x 4GB,,10 ns,15,0, 0,
 Kingston KVR16LR11D4/16HB 16 GB  ,DDR3-1600,1 x 16GB,,13.75 ns,11,0, 0,
 Kingston KVR16LR11S4/8HB 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Patriot PSD34G1600L82S 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Mushkin Redline 8 GB  ,DDR4-3000,1 x 8GB,,10 ns,15,0, 0,
 Mushkin Redline 32 GB  ,DDR4-3000,4 x 8GB,,10 ns,15,0, 0,
 Mushkin Redline 8 GB  ,DDR4-2400,2 x 4GB,,10.833 ns,13,0, 0,
 Mushkin Redline 16 GB  ,DDR4-3000,2 x 8GB,,10 ns,15,0, 0,
 Wintec 3SH13339R5-8GR 8 GB  ,DDR3-1333,1 x 8GB,,13.503 ns,9,0, 0,
 Corsair Dominator Platinum 16 GB  ,DDR4-3000,4 x 4GB,,10 ns,15,0, 0,
 Kingston KVR16LE11S8/4HB 4 GB  ,DDR3-1600,1 x 4GB,,13.75 ns,11,0, 0,
 Mushkin Redline 4 GB  ,DDR4-2800,1 x 4GB,,10.714 ns,15,0, 0,
 Mushkin Blackline 4 GB  ,DDR4-2800,1 x 4GB,,11.429 ns,16,0, 0,
 Mushkin Redline 32 GB  ,DDR4-2666,4 x 8GB,,11.253 ns,15,0, 0,
 Mushkin Redline 16 GB  ,DDR4-2800,4 x 4GB,,10.714 ns,15,0, 0,
 Mushkin Blackline 16 GB  ,DDR4-2800,4 x 4GB,,11.429 ns,16,0, 0,
 Mushkin Redline 8 GB  ,DDR4-2400,2 x 4GB,,12.5 ns,15,0, 0,
 Mushkin Redline 8 GB  ,DDR4-2800,2 x 4GB,,10.714 ns,15,0, 0,
 Mushkin Blackline 8 GB  ,DDR4-2800,2 x 4GB,,11.429 ns,16,0, 0,
 Patriot Viper 4 16 GB  ,DDR4-2666,4 x 4GB,,11.253 ns,15,0, 0,
 Patriot Viper 4 16 GB  ,DDR4-2800,4 x 4GB,,11.429 ns,16,0, 0,
 Patriot Viper 4 32 GB  ,DDR4-2400,4 x 8GB,,12.5 ns,15,0, 0,
 Patriot Viper 4 32 GB  ,DDR4-2666,4 x 8GB,,11.253 ns,15,0, 0,
 Corsair Dominator Platinum 64 GB  ,DDR4-2800,8 x 8GB,,10.714 ns,15,0, 0,
 Samsung M393B1G73DB0-YK0 8 GB  ,DDR3-1600,1 x 8GB,$3.200,13.75 ns,11,0, 0,$25.60
 Mushkin Blackline 8 GB  ,DDR4-2800,1 x 8GB,,11.429 ns,16,0, 0,
 GeIL GPW38GB3000C13DC 8 GB  ,DDR3-3000,2 x 4GB,,8.667 ns,13,0, 0,
 Silicon Power SP008GXLYU16ANDA 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,0, 0,
 Silicon Power SP008GXLYU18ANDA 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Silicon Power SP008GXLYU21ANDA 8 GB  ,DDR3-2133,2 x 4GB,,10.314 ns,11,0, 0,
 Silicon Power SP008GXLYU24ANDA 8 GB  ,DDR3-2400,2 x 4GB,,9.167 ns,11,0, 0,
 Silicon Power SP016GXLYU18ANDA 16 GB  ,DDR3-1866,2 x 8GB,,9.646 ns,9,0, 0,
 Silicon Power SP016GXLYU21ANDA 16 GB  ,DDR3-2133,2 x 8GB,,10.314 ns,11,0, 0,
 ADATA AX4U3300W4G16-QGZ 16 GB  ,DDR4-3300,4 x 4GB,,9.697 ns,16,0, 0,
 ADATA AX4U3333W4G16-QGZ 16 GB  ,DDR4-3333,4 x 4GB,,9.601 ns,16,0, 0,
 Samsung M393B1K70DH0-CK008/Q 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Pareema MD316D81610L1 8 GB  ,DDR3-1600,1 x 8GB,,12.5 ns,10,0, 0,
 Pareema MD316D81610L2 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,0, 0,
 Pareema MD316D81610S1 8 GB  ,DDR3-1600,1 x 8GB,,12.5 ns,10,0, 0,
 Pareema MD316D81610S2 16 GB  ,DDR3-1600,2 x 8GB,,12.5 ns,10,0, 0,
 Pareema MD316D81611L1 8 GB  ,DDR3-1600,1 x 8GB,,13.75 ns,11,0, 0,
 Pareema MD316D81611L2 16 GB  ,DDR3-1600,2 x 8GB,,13.75 ns,11,0, 0,
 Kingston KVR21N15/4 4 GB  ,DDR4-2133,1 x 4GB,,14.065 ns,15,0, 0,
 Mushkin Redline 16 GB  ,DDR3-1600,4 x 4GB,,8.75 ns,7,0, 0,
 Mushkin Blackline 16 GB  ,DDR3-1600,4 x 4GB,,10 ns,8,0, 0,
 Mushkin Redline 8 GB  ,DDR3-1600,2 x 4GB,,8.75 ns,7,0, 0,
 Mushkin Blackline 8 GB  ,DDR3-1600,2 x 4GB,,10 ns,8,0, 0,
 Klevv Genuine 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Klevv Genuine 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Klevv Genuine 8 GB  ,DDR3-2666,2 x 4GB,,9.002 ns,12,0, 0,
 Klevv Genuine 8 GB  ,DDR3-2933,2 x 4GB,,8.183 ns,12,0, 0,
 Klevv Neo 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,0, 0,
 Klevv Neo 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
 Klevv Neo 8 GB  ,DDR3-2133,2 x 4GB,,9.376 ns,10,0, 0,
 Klevv Neo 16 GB  ,DDR3-1600,2 x 8GB,,11.25 ns,9,0, 0,
 Klevv Neo 16 GB  ,DDR3-2133,2 x 8GB,,9.376 ns,10,0, 0,
 Klevv Neo 16 GB  ,DDR3-2400,2 x 8GB,,9.167 ns,11,0, 0,
 Klevv Urbane 8 GB  ,DDR3-1600,2 x 4GB,,11.25 ns,9,0, 0,
 Klevv Urbane 8 GB  ,DDR3-1866,2 x 4GB,,9.646 ns,9,0, 0,
